vid,pid,dev_name,man_name
03f0,4305,"ScanJet G3110","HP, Inc"
03f0,4311,"OfficeJet 7400 series","HP, Inc"
03f0,4317,"Color LaserJet CM1017","HP, Inc"
03f0,4402,"PhotoSmart 935 (ptp)","HP, Inc"
03f0,4417,"EWS UPD","HP, Inc"
03f0,4502,"PhotoSmart 945 (PTP mode)","HP, Inc"
03f0,4505,"ScanJet G4010","HP, Inc"
03f0,4507,"External HDD","HP, Inc"
03f0,4511,"PhotoSmart 2600","HP, Inc"
03f0,4512,"E709n [Officejet 6500 Wireless]","HP, Inc"
03f0,4517,"EWS UPD","HP, Inc"
03f0,4605,"ScanJet G4050","HP, Inc"
03f0,4611,"PhotoSmart 2700","HP, Inc"
03f0,4717,"Color LaserJet CP1215","HP, Inc"
03f0,4811,"PSC 1600","HP, Inc"
03f0,4911,"PSC 2350","HP, Inc"
03f0,4b11,"OfficeJet 6200","HP, Inc"
03f0,4c11,"PSC 1500 series","HP, Inc"
03f0,4c17,"EWS UPD","HP, Inc"
03f0,4d11,"PSC 1400","HP, Inc"
03f0,4d17,"EWS UPD","HP, Inc"
03f0,4e11,"PhotoSmart 2570 series","HP, Inc"
03f0,4f11,"OfficeJet 5600 (USBHUB)","HP, Inc"
03f0,4f17,"Color LaserJet CM1312 MFP","HP, Inc"
03f0,5004,"DeskJet 995c","HP, Inc"
03f0,5011,"PhotoSmart 3100 series","HP, Inc"
03f0,5017,"EWS UPD","HP, Inc"
03f0,5111,"PhotoSmart 3200 series","HP, Inc"
03f0,5211,"PhotoSmart 3300 series","HP, Inc"
03f0,5307,"v165w Stick","HP, Inc"
03f0,5311,"OfficeJet 6300","HP, Inc"
03f0,5312,"Officejet Pro 8500A","HP, Inc"
03f0,5317,"Color LaserJet CP2025 series","HP, Inc"
03f0,5411,"OfficeJet 4300","HP, Inc"
03f0,5511,"DeskJet F300 series","HP, Inc"
03f0,5611,"PhotoSmart C3180","HP, Inc"
03f0,5617,"LaserJet M1120 MFP","HP, Inc"
03f0,5711,"PhotoSmart C4100 series","HP, Inc"
03f0,5717,"LaserJet M1120n MFP","HP, Inc"
03f0,5811,"PhotoSmart C5100 series","HP, Inc"
03f0,5817,"LaserJet M1319f MFP","HP, Inc"
03f0,581d,"lt4112 Gobi 4G Module Network Device","HP, Inc"
03f0,5911,"PhotoSmart C6180","HP, Inc"
03f0,5912,"Officejet Pro 8600","HP, Inc"
03f0,5a11,"PhotoSmart C7100 series","HP, Inc"
03f0,5b11,"OfficeJet J2100 series","HP, Inc"
03f0,5b12,"Officejet Pro 8100","HP, Inc"
03f0,5c11,"PhotoSmart C4200 Printer series","HP, Inc"
03f0,5c12,"OfficeJet 6700","HP, Inc"
03f0,5c17,"LaserJet P2055 series","HP, Inc"
03f0,5d11,"PhotoSmart C5200 series","HP, Inc"
03f0,5e11,"PhotoSmart D7400 series","HP, Inc"
03f0,6004,"DeskJet 5550","HP, Inc"
03f0,6102,"Hewlett Packard Digital Camera","HP, Inc"
03f0,6104,"DeskJet 5650c","HP, Inc"
03f0,6117,"color LaserJet 3550","HP, Inc"
03f0,6202,"PhotoSmart 215","HP, Inc"
03f0,6204,"DeskJet 5150c","HP, Inc"
03f0,6217,"Color LaserJet 4700","HP, Inc"
03f0,6302,"PhotoSmart 318/612","HP, Inc"
03f0,6317,"Color LaserJet 4730mfp","HP, Inc"
03f0,632a,"LaserJet M203-M206","HP, Inc"
03f0,6402,"PhotoSmart 715 (ptp)","HP, Inc"
03f0,6411,"PhotoSmart C8100 series","HP, Inc"
03f0,6417,"LaserJet 5200","HP, Inc"
03f0,6502,"PhotoSmart 120 (ptp)","HP, Inc"
03f0,6511,"PhotoSmart C7200 series","HP, Inc"
03f0,6602,"PhotoSmart 320","HP, Inc"
03f0,6611,"PhotoSmart C4380 series","HP, Inc"
03f0,6617,"LaserJet 5200L","HP, Inc"
03f0,6702,"PhotoSmart 720 (ptp)","HP, Inc"
03f0,6717,"Color LaserJet 3000","HP, Inc"
03f0,6802,"PhotoSmart 620 (ptp)","HP, Inc"
03f0,6811,"PhotoSmart D5300 series","HP, Inc"
03f0,6817,"Color LaserJet 3800","HP, Inc"
03f0,6911,"PhotoSmart D7200 series","HP, Inc"
03f0,6917,"Color LaserJet 3600","HP, Inc"
03f0,6a02,"PhotoSmart 735 (ptp)","HP, Inc"
03f0,6a11,"PhotoSmart C6200 series","HP, Inc"
03f0,6a17,"LaserJet 4240","HP, Inc"
03f0,6b02,"PhotoSmart R707 (PTP mode)","HP, Inc"
03f0,6b11,"Photosmart C4500 series","HP, Inc"
03f0,6c11,"Photosmart C4480","HP, Inc"
03f0,6c17,"Color LaserJet 4610","HP, Inc"
03f0,6f17,"Color LaserJet CP6015 series","HP, Inc"
03f0,7004,"DeskJet 3320c","HP, Inc"
03f0,7102,"PhotoSmart 635 (PTP mode)","HP, Inc"
03f0,7104,"DeskJet 3420c","HP, Inc"
03f0,7117,"CM8060 Color MFP with Edgeline Technology","HP, Inc"
03f0,7202,"PhotoSmart 43x (ptp)","HP, Inc"
03f0,7204,"DeskJet 36xx","HP, Inc"
03f0,7217,"LaserJet M5035 MFP","HP, Inc"
03f0,7302,"PhotoSmart M307 (PTP mode)","HP, Inc"
03f0,7304,"DeskJet 35xx","HP, Inc"
03f0,7311,"Photosmart Premium C309","HP, Inc"
03f0,7317,"LaserJet P3005","HP, Inc"
03f0,7404,"Printing Support","HP, Inc"
03f0,7417,"LaserJet M4345 MFP","HP, Inc"
03f0,7504,"Printing Support","HP, Inc"
03f0,7517,"LaserJet M3035 MFP","HP, Inc"
03f0,7604,"DeskJet 3940","HP, Inc"
03f0,7611,"DeskJet F2492 All-in-One","HP, Inc"
03f0,7617,"LaserJet P3004","HP, Inc"
03f0,7702,"PhotoSmart R817 (PTP mode)","HP, Inc"
03f0,7704,"DeskJet D4100","HP, Inc"
03f0,7717,"CM8050 Color MFP with Edgeline Technology","HP, Inc"
03f0,7804,"DeskJet D1360","HP, Inc"
03f0,7817,"Color LaserJet CP3505","HP, Inc"
03f0,7917,"LaserJet M5025 MFP","HP, Inc"
03f0,7a02,"PhotoSmart M415 (PTP mode)","HP, Inc"
03f0,7a04,"DeskJet D2460","HP, Inc"
03f0,7a11,"Photosmart B109","HP, Inc"
03f0,7a17,"LaserJet M3027 MFP","HP, Inc"
03f0,7b02,"PhotoSmart M23 (PTP mode)","HP, Inc"
03f0,7b17,"Color LaserJet CP4005","HP, Inc"
03f0,7c17,"Color LaserJet CM6040 series","HP, Inc"
03f0,7d04,"DeskJet F2100 Printer series","HP, Inc"
03f0,7d17,"Color LaserJet CM4730 MFP","HP, Inc"
03f0,7e04,"DeskJet F4100 Printer series","HP, Inc"
03f0,8017,"LaserJet P4515","HP, Inc"
03f0,8104,"Printing Support","HP, Inc"
03f0,8117,"LaserJet P4015","HP, Inc"
03f0,811c,"Ethernet HN210E","HP, Inc"
03f0,8204,"Printing Support","HP, Inc"
03f0,8207,"FHA-3510 2.4GHz Wireless Optical Mobile Mouse","HP, Inc"
03f0,8217,"LaserJet P4014","HP, Inc"
03f0,8317,"LaserJet M9050 MFP","HP, Inc"
03f0,8404,"DeskJet 6800 series","HP, Inc"
03f0,8417,"LaserJet M9040 MFP","HP, Inc"
03f0,8504,"DeskJet 6600 series","HP, Inc"
03f0,8604,"DeskJet 5440","HP, Inc"
03f0,8607,"Optical Mobile Mouse","HP, Inc"
03f0,8704,"DeskJet 5940","HP, Inc"
03f0,8711,"Deskjet 2050 J510","HP, Inc"
03f0,8804,"DeskJet 6980 series","HP, Inc"
03f0,8904,"DeskJet 6940 series","HP, Inc"
03f0,8911,"Deskjet 1050 J410","HP, Inc"
03f0,8c07,"Digital Stereo Headset","HP, Inc"
03f0,8c11,"Deskjet F4500 series","HP, Inc"
03f0,9002,"PhotoSmart M437","HP, Inc"
03f0,9102,"PhotoSmart M537","HP, Inc"
03f0,9207,"HD-4110 Webcam","HP, Inc"
03f0,9302,"PhotoSmart R930 series","HP, Inc"
03f0,9402,"PhotoSmart R837","HP, Inc"
03f0,942a,"LaserJet Pro M12a","HP, Inc"
03f0,9502,"PhotoSmart R840 series","HP, Inc"
03f0,952a,"LaserJet Pro M12w","HP, Inc"
03f0,9602,"PhotoSmart M730 series","HP, Inc"
03f0,9702,"PhotoSmart R740 series","HP, Inc"
03f0,9802,"PhotoSmart Mz60 series","HP, Inc"
03f0,9902,"PhotoSmart M630 series","HP, Inc"
03f0,9a02,"PhotoSmart E330 series","HP, Inc"
03f0,9b02,"PhotoSmart M540 series","HP, Inc"
03f0,9b07,"Portable Drive","HP, Inc"
03f0,9c02,"PhotoSmart M440 series","HP, Inc"
03f0,a004,"DeskJet 5850c","HP, Inc"
03f0,a011,"Deskjet 3050A","HP, Inc"
03f0,a407,"Wireless Optical Comfort Mouse","HP, Inc"
03f0,b002,"PhotoSmart 7200 series","HP, Inc"
03f0,b102,"PhotoSmart 7200 series","HP, Inc"
03f0,b107,"v255w/c310w Flash Drive","HP, Inc"
03f0,b116,"Webcam","HP, Inc"
03f0,b202,"PhotoSmart 7600 series","HP, Inc"
03f0,b302,"PhotoSmart 7600 series","HP, Inc"
03f0,b402,"PhotoSmart 7700 series","HP, Inc"
03f0,b502,"PhotoSmart 7700 series","HP, Inc"
03f0,b602,"PhotoSmart 7900 series","HP, Inc"
03f0,b702,"PhotoSmart 7900 series","HP, Inc"
03f0,b802,"PhotoSmart 7400 series","HP, Inc"
03f0,b902,"PhotoSmart 7800 series","HP, Inc"
03f0,ba02,"PhotoSmart 8100 series","HP, Inc"
03f0,bb02,"PhotoSmart 8400 series","HP, Inc"
03f0,bc02,"PhotoSmart 8700 series","HP, Inc"
03f0,bc11,"Photosmart 7520 series","HP, Inc"
03f0,bd02,"PhotoSmart Pro B9100 series","HP, Inc"
03f0,bef4,"NEC Picty760","HP, Inc"
03f0,c002,"PhotoSmart 7800 series","HP, Inc"
03f0,c102,"PhotoSmart 8000 series","HP, Inc"
03f0,c111,"Deskjet 1510","HP, Inc"
03f0,c202,"PhotoSmart 8200 series","HP, Inc"
03f0,c211,"Deskjet 2540 series","HP, Inc"
03f0,c302,"DeskJet D2300","HP, Inc"
03f0,c402,"PhotoSmart D5100 series","HP, Inc"
03f0,c502,"PhotoSmart D6100 series","HP, Inc"
03f0,c602,"PhotoSmart D7100 series","HP, Inc"
03f0,c702,"PhotoSmart D7300 series","HP, Inc"
03f0,c802,"PhotoSmart D5060 Printer","HP, Inc"
03f0,d104,"Bluetooth Dongle","HP, Inc"
03f0,d507,"39gII [NW249AA]","HP, Inc"
03f0,efbe,"NEC Picty900","HP, Inc"
03f0,f0be,"NEC Picty920","HP, Inc"
03f0,f1be,"NEC Picty800","HP, Inc"
03f3,0020,"AWN-8020 WLAN [Intersil PRISM 2.5]","Adaptec, Inc."
03f3,0080,"AVC-1100 Audio Capture","Adaptec, Inc."
03f3,0083,"AVC-2200 Device","Adaptec, Inc."
03f3,0087,"AVC-2210 Loader","Adaptec, Inc."
03f3,0088,"AVC-2210 Device","Adaptec, Inc."
03f3,008b,"AVC-2310 Loader","Adaptec, Inc."
03f3,008c,"AVC-2310 Device","Adaptec, Inc."
03f3,0094,"eHome Infrared Receiver","Adaptec, Inc."
03f3,009b,"AVC-1410 GameBridge TV NTSC","Adaptec, Inc."
03f3,2000,"USBXchange","Adaptec, Inc."
03f3,2001,"USBXchange Adapter","Adaptec, Inc."
03f3,2002,"USB2-Xchange","Adaptec, Inc."
03f3,2003,"USB2-Xchange Adapter","Adaptec, Inc."
03f3,4000,"4-port hub","Adaptec, Inc."
03f3,adcc,"Composite Device Support","Adaptec, Inc."
03f9,0100,"KT-2001 Keyboard","KeyTronic Corp."
03f9,0101,"Keyboard","KeyTronic Corp."
03f9,0102,"Keyboard Mouse","KeyTronic Corp."
03fd,0008,"Platform Cable USB II","Xilinx, Inc."
03fd,0050,"dfu downloader","Xilinx, Inc."
0400,05dc,"Rigol Technologies DS1000USB Oscilloscope","National Semiconductor Corp."
0400,0807,"Bluetooth Dongle","National Semiconductor Corp."
0400,080a,"Bluetooth Device","National Semiconductor Corp."
0400,09c4,"Rigol Technologies DG1022 Arbitrary Waveform Generator","National Semiconductor Corp."
0400,1000,"Mustek BearPaw 1200 Scanner","National Semiconductor Corp."
0400,1001,"Mustek BearPaw 2400 Scanner","National Semiconductor Corp."
0400,1237,"Hub","National Semiconductor Corp."
0400,a000,"Smart Display Reference Device","National Semiconductor Corp."
0400,c359,"Logitech Harmony","National Semiconductor Corp."
0400,c35b,"Printing Support","National Semiconductor Corp."
0400,c55d,"Rigol Technologies DS5000USB Oscilloscope","National Semiconductor Corp."
0402,5462,"M5462 IDE Controller","ALi Corp."
0402,5602,"M5602 Video Camera Controller","ALi Corp."
0402,5603,"M5603 Video Camera Controller","ALi Corp."
0402,5606,"M5606 Video Camera Controller [UVC]","ALi Corp."
0402,5621,"M5621 High-Speed IDE Controller","ALi Corp."
0402,5623,"M5623 Scanner Controller","ALi Corp."
0402,5627,"Welland ME-740PS USB2 3.5" Power Saving Enclosure","ALi Corp."
0402,5632,"M5632 Host-to-Host Link","ALi Corp."
0402,5635,"M5635 Flash Card Reader","ALi Corp."
0402,5636,"USB 2.0 Storage Device","ALi Corp."
0402,5637,"M5637 IDE Controller","ALi Corp."
0402,5642,"Storage Device","ALi Corp."
0402,5661,"M5661 MP3 player","ALi Corp."
0402,5667,"M5667 MP3 player","ALi Corp."
0402,8841,"Newmine Camera","ALi Corp."
0402,9665,"Gateway Webcam","ALi Corp."
0403,0000,"H4SMK 7 Port Hub / Bricked Counterfeit FT232 Serial (UART) IC","Future Technology Devices International, Ltd"
0403,0232,"Serial Converter","Future Technology Devices International, Ltd"
0403,1060,"JTAG adapter","Future Technology Devices International, Ltd"
0403,1234,"IronLogic RFID Adapter [Z-2 USB]","Future Technology Devices International, Ltd"
0403,1235,"Iron Logic Z-397 RS-485/422 converter","Future Technology Devices International, Ltd"
0403,6001,"FT232 Serial (UART) IC","Future Technology Devices International, Ltd"
0403,6002,"Lumel PD12","Future Technology Devices International, Ltd"
0403,6007,"Serial Converter","Future Technology Devices International, Ltd"
0403,6008,"Serial Converter","Future Technology Devices International, Ltd"
0403,6009,"Serial Converter","Future Technology Devices International, Ltd"
0403,6010,"FT2232C/D/H Dual UART/FIFO IC","Future Technology Devices International, Ltd"
0403,6011,"FT4232H Quad HS USB-UART/FIFO IC","Future Technology Devices International, Ltd"
0403,6014,"FT232H Single HS USB-UART/FIFO IC","Future Technology Devices International, Ltd"
0403,6015,"Bridge(I2C/SPI/UART/FIFO)","Future Technology Devices International, Ltd"
0403,601f,"Myriad-RF LimeSDR-Mini","Future Technology Devices International, Ltd"
0403,6ee0,"EZO Carrier Board","Future Technology Devices International, Ltd"
0403,6f70,"HB-RF-USB","Future Technology Devices International, Ltd"
0403,7be8,"FT232R","Future Technology Devices International, Ltd"
0403,8028,"Dev board JTAG (FT232H based)","Future Technology Devices International, Ltd"
0403,8040,"4 Port Hub","Future Technology Devices International, Ltd"
0403,8070,"7 Port Hub","Future Technology Devices International, Ltd"
0403,8140,"Vehicle Explorer Interface","Future Technology Devices International, Ltd"
0403,8210,"MGTimer - MGCC (Vic) Timing System","Future Technology Devices International, Ltd"
0403,8348,"FT232BM [SIENNA Serial Interface]","Future Technology Devices International, Ltd"
0403,8370,"7 Port Hub","Future Technology Devices International, Ltd"
0403,8371,"PS/2 Keyboard And Mouse","Future Technology Devices International, Ltd"
0403,8372,"FT8U100AX Serial Port","Future Technology Devices International, Ltd"
0403,8508,"Selectronic SP PRO","Future Technology Devices International, Ltd"
0403,87d0,"Cressi Dive Computer Interface","Future Technology Devices International, Ltd"
0403,8a28,"Rainforest Automation ZigBee Controller","Future Technology Devices International, Ltd"
0403,8a98,"TIAO Multi-Protocol Adapter","Future Technology Devices International, Ltd"
0403,8b28,"Alpermann+Velte TCI70","Future Technology Devices International, Ltd"
0403,8b29,"Alpermann+Velte TC60 CLS","Future Technology Devices International, Ltd"
0403,8b2a,"Alpermann+Velte Rubidium Q1","Future Technology Devices International, Ltd"
0403,8b2b,"Alpermann+Velte TCD","Future Technology Devices International, Ltd"
0403,8b2c,"Alpermann+Velte TCC70","Future Technology Devices International, Ltd"
0403,9090,"SNAP Stick 200","Future Technology Devices International, Ltd"
0403,9132,"LCD and Temperature Interface","Future Technology Devices International, Ltd"
0403,9133,"CallerID","Future Technology Devices International, Ltd"
0403,9134,"Virtual keyboard","Future Technology Devices International, Ltd"
0403,9135,"Rotary Pub alarm","Future Technology Devices International, Ltd"
0403,9136,"Pulsecounter","Future Technology Devices International, Ltd"
0403,9137,"Ledbutton interface","Future Technology Devices International, Ltd"
0403,9e90,"Marvell OpenRD Base/Client","Future Technology Devices International, Ltd"
0403,9f08,"CIB-1894 Conclusion SmartLink Box:","Future Technology Devices International, Ltd"
0403,9f80,"Ewert Energy Systems CANdapter","Future Technology Devices International, Ltd"
0403,a6d0,"Texas Instruments XDS100v2 JTAG / BeagleBone A3","Future Technology Devices International, Ltd"
0403,a951,"HCP HIT GSM/GPRS modem [Cinterion MC55i]","Future Technology Devices International, Ltd"
0403,a9a0,"FT2232D - Dual UART/FIFO IC - FTDI","Future Technology Devices International, Ltd"
0403,abb8,"Lego Mindstorms NXTCam","Future Technology Devices International, Ltd"
0403,b0c0,"microSensys RFID device","Future Technology Devices International, Ltd"
0403,b0c1,"microSensys RFID device","Future Technology Devices International, Ltd"
0403,b0c2,"iID contactless RFID device","Future Technology Devices International, Ltd"
0403,b0c3,"iID contactless RFID device","Future Technology Devices International, Ltd"
0403,b0c4,"RFID device","Future Technology Devices International, Ltd"
0403,b0c5,"RFID device","Future Technology Devices International, Ltd"
0403,b810,"US Interface Navigator (CAT and 2nd PTT lines)","Future Technology Devices International, Ltd"
0403,b811,"US Interface Navigator (WKEY and FSK lines)","Future Technology Devices International, Ltd"
0403,b812,"US Interface Navigator (RS232 and CONFIG lines)","Future Technology Devices International, Ltd"
0403,b9b0,"Fujitsu SK-16FX-100PMC V1.1","Future Technology Devices International, Ltd"
0403,baf8,"Amontec JTAGkey","Future Technology Devices International, Ltd"
0403,bcd8,"Stellaris Development Board","Future Technology Devices International, Ltd"
0403,bcd9,"Stellaris Evaluation Board","Future Technology Devices International, Ltd"
0403,bcda,"Stellaris ICDI Board","Future Technology Devices International, Ltd"
0403,bd90,"PICAXE Download Cable [AXE027]","Future Technology Devices International, Ltd"
0403,bdc8,"Egnite GmbH - JTAG/RS-232 adapter","Future Technology Devices International, Ltd"
0403,bfd8,"OpenDCC","Future Technology Devices International, Ltd"
0403,bfd9,"OpenDCC (Sniffer)","Future Technology Devices International, Ltd"
0403,bfda,"OpenDCC (Throttle)","Future Technology Devices International, Ltd"
0403,bfdb,"OpenDCC (Gateway)","Future Technology Devices International, Ltd"
0403,bfdc,"OpenDCC (GBM)","Future Technology Devices International, Ltd"
0403,c580,"HID UNIKEY dongle [F-Response]","Future Technology Devices International, Ltd"
0403,c630,"lcd2usb interface","Future Technology Devices International, Ltd"
0403,c631,"i2c-tiny-usb interface","Future Technology Devices International, Ltd"
0403,c632,"xu1541 c64 floppy drive interface","Future Technology Devices International, Ltd"
0403,c633,"TinyCrypt dongle","Future Technology Devices International, Ltd"
0403,c634,"glcd2usb interface","Future Technology Devices International, Ltd"
0403,c7d0,"RR-CirKits LocoBuffer-USB","Future Technology Devices International, Ltd"
0403,c8b8,"Alpermann+Velte MTD TCU","Future Technology Devices International, Ltd"
0403,c8b9,"Alpermann+Velte MTD TCU 1HE","Future Technology Devices International, Ltd"
0403,c8ba,"Alpermann+Velte Rubidium H1","Future Technology Devices International, Ltd"
0403,c8bb,"Alpermann+Velte Rubidium H3","Future Technology Devices International, Ltd"
0403,c8bc,"Alpermann+Velte Rubidium S1","Future Technology Devices International, Ltd"
0403,c8bd,"Alpermann+Velte Rubidium T1","Future Technology Devices International, Ltd"
0403,c8be,"Alpermann+Velte Rubidium D1","Future Technology Devices International, Ltd"
0403,c8bf,"Alpermann+Velte TC60 RLV","Future Technology Devices International, Ltd"
0403,cc48,"Tactrix OpenPort 1.3 Mitsubishi","Future Technology Devices International, Ltd"
0403,cc49,"Tactrix OpenPort 1.3 Subaru","Future Technology Devices International, Ltd"
0403,cc4a,"Tactrix OpenPort 1.3 Universal","Future Technology Devices International, Ltd"
0403,cff8,"Amontec JTAGkey","Future Technology Devices International, Ltd"
0403,d010,"SCS PTC-IIusb","Future Technology Devices International, Ltd"
0403,d011,"SCS Position-Tracker/TNC","Future Technology Devices International, Ltd"
0403,d012,"SCS DRAGON 1","Future Technology Devices International, Ltd"
0403,d013,"SCS DRAGON 1","Future Technology Devices International, Ltd"
0403,d388,"Xsens converter","Future Technology Devices International, Ltd"
0403,d389,"Xsens Wireless Receiver","Future Technology Devices International, Ltd"
0403,d38a,"Xsens serial converter","Future Technology Devices International, Ltd"
0403,d38b,"Xsens serial converter","Future Technology Devices International, Ltd"
0403,d38c,"Xsens Wireless Receiver","Future Technology Devices International, Ltd"
0403,d38d,"Xsens Awinda Station","Future Technology Devices International, Ltd"
0403,d38e,"Xsens serial converter","Future Technology Devices International, Ltd"
0403,d38f,"Xsens serial converter","Future Technology Devices International, Ltd"
0403,d491,"Zolix Omni 1509 monochromator","Future Technology Devices International, Ltd"
0403,d578,"Accesio USB-COM-4SM","Future Technology Devices International, Ltd"
0403,d6f8,"UNI Black BOX","Future Technology Devices International, Ltd"
0403,d738,"Propox JTAGcable II","Future Technology Devices International, Ltd"
0403,d739,"Propox ISPcable III","Future Technology Devices International, Ltd"
0403,d9a9,"Actisense USG-1 NMEA Serial Gateway","Future Technology Devices International, Ltd"
0403,d9aa,"Actisense NGT-1 NMEA2000 PC Interface","Future Technology Devices International, Ltd"
0403,d9ab,"Actisense NGT-1 NMEA2000 Gateway","Future Technology Devices International, Ltd"
0403,daf4,"Qundis Serial Infrared Head","Future Technology Devices International, Ltd"
0403,e0d0,"Total Phase Aardvark I2C/SPI Host Adapter","Future Technology Devices International, Ltd"
0403,e518,"IBR IMB-usb","Future Technology Devices International, Ltd"
0403,e521,"EVER Sinline XL Series UPS","Future Technology Devices International, Ltd"
0403,e6c8,"PYRAMID Computer GmbH LCD","Future Technology Devices International, Ltd"
0403,e700,"Elster Unicom III Optical Probe","Future Technology Devices International, Ltd"
0403,e729,"Segway Robotic Mobility Platforms 200","Future Technology Devices International, Ltd"
0403,e888,"Expert ISDN Control USB","Future Technology Devices International, Ltd"
0403,e889,"USB-RS232 OptoBridge","Future Technology Devices International, Ltd"
0403,e88a,"Expert mouseCLOCK USB II","Future Technology Devices International, Ltd"
0403,e88b,"Precision Clock MSF USB","Future Technology Devices International, Ltd"
0403,e88c,"Expert mouseCLOCK USB II HBG","Future Technology Devices International, Ltd"
0403,e8d8,"Aaronia AG Spectran Spectrum Analyzer","Future Technology Devices International, Ltd"
0403,e8dc,"Aaronia AG UBBV Preamplifier","Future Technology Devices International, Ltd"
0403,ea90,"Eclo 1-Wire Adapter","Future Technology Devices International, Ltd"
0403,ecd9,"miControl miCan-Stick","Future Technology Devices International, Ltd"
0403,ed71,"HAMEG HO870 Serial Port","Future Technology Devices International, Ltd"
0403,ed72,"HAMEG HO720 Serial Port","Future Technology Devices International, Ltd"
0403,ed73,"HAMEG HO730 Serial Port","Future Technology Devices International, Ltd"
0403,ed74,"HAMEG HO820 Serial Port","Future Technology Devices International, Ltd"
0403,eea2,"PCStage Lite 32 channel DMX512 Interface","Future Technology Devices International, Ltd"
0403,ef10,"FT1245BL","Future Technology Devices International, Ltd"
0403,f070,"Serial Converter 422/485 [Vardaan VEUSB422R3]","Future Technology Devices International, Ltd"
0403,f0c8,"SPROG Decoder Programmer","Future Technology Devices International, Ltd"
0403,f0c9,"SPROG-DCC CAN-USB","Future Technology Devices International, Ltd"
0403,f0e9,"Tagsys L-P101","Future Technology Devices International, Ltd"
0403,f0ee,"Tagsys Medio P200x","Future Technology Devices International, Ltd"
0403,f1a0,"Asix PRESTO Programmer","Future Technology Devices International, Ltd"
0403,f208,"Papenmeier Braille-Display","Future Technology Devices International, Ltd"
0403,f3c0,"4N-GALAXY Serial Converter","Future Technology Devices International, Ltd"
0403,f458,"ABACUS ELECTRICS Optical Probe","Future Technology Devices International, Ltd"
0403,f608,"CTI USB-485-Mini","Future Technology Devices International, Ltd"
0403,f60b,"CTI USB-Nano-485","Future Technology Devices International, Ltd"
0403,f680,"Suunto Sports Instrument","Future Technology Devices International, Ltd"
0403,f758,"GW Instek GDS-8x0 Oscilloscope","Future Technology Devices International, Ltd"
0403,f7c0,"ZeitControl Cardsystems TagTracer MIFARE","Future Technology Devices International, Ltd"
0403,f850,"USB-UIRT (Universal Infrared Receiver+Transmitter)","Future Technology Devices International, Ltd"
0403,f918,"Ant8 Logic Probe","Future Technology Devices International, Ltd"
0403,f9d9,"Wetterempfanger 147.3kHz","Future Technology Devices International, Ltd"
0403,fa00,"Matrix Orbital USB Serial","Future Technology Devices International, Ltd"
0403,fa01,"Matrix Orbital MX2 or MX3","Future Technology Devices International, Ltd"
0403,fa02,"Matrix Orbital MX4 or MX5","Future Technology Devices International, Ltd"
0403,fa03,"Matrix Orbital VK/LK202 Family","Future Technology Devices International, Ltd"
0403,fa04,"Matrix Orbital VK/LK204 Family","Future Technology Devices International, Ltd"
0403,fa20,"Ross-Tech HEX-USB","Future Technology Devices International, Ltd"
